RednodeID BluenodeID targetNodeID reachProb
39 122 0 0.00000000
39 122 1 0.00000000
39 122 2 0.00000000
39 122 3 0.00000000
39 122 4 0.00000000
39 122 5 0.00000000
39 122 6 0.00000000
39 122 7 0.00000000
39 122 8 0.00000000
39 122 9 0.09463538
39 122 10 0.00000000
39 122 11 0.00000000
39 122 12 0.00000000
39 122 13 0.00000000
39 122 14 0.00000000
39 122 15 0.00000000
39 122 16 0.00000000
39 122 17 0.00000000
39 122 18 0.00000000
39 122 19 0.00377284
39 122 20 0.00031440
39 122 21 0.00000000
39 122 22 0.00000000
39 122 23 0.00000000
39 122 24 0.00000000
39 122 25 0.00000000
39 122 26 0.00000000
39 122 27 0.00000000
39 122 28 0.00000000
39 122 29 0.00000000
39 122 30 0.00000000
39 122 31 0.00000000
39 122 32 0.00000000
39 122 33 0.00000000
39 122 34 0.00000000
39 122 35 0.00000000
39 122 36 0.00000000
39 122 37 0.00000000
39 122 38 0.00000000
39 122 39 0.32100571
39 122 40 0.00000000
39 122 41 0.00000000
39 122 42 0.00000000
39 122 43 0.00000000
39 122 44 0.00000000
39 122 45 0.00000000
39 122 46 0.00000000
39 122 47 0.00000000
39 122 48 0.02609547
39 122 49 0.00000000
39 122 50 0.00000000
39 122 51 0.00000000
39 122 52 0.00000000
39 122 53 0.08708970
39 122 54 0.00000000
39 122 55 0.00000000
39 122 56 0.00000000
39 122 57 0.00000000
39 122 58 0.00000000
39 122 59 0.00000000
39 122 60 0.00000000
39 122 61 0.00000000
39 122 62 0.00000000
39 122 63 0.00000000
39 122 64 0.00000000
39 122 65 0.00000000
39 122 66 0.00000000
39 122 67 0.00000000
39 122 68 0.00000000
39 122 69 0.00000000
39 122 70 0.00000000
39 122 71 0.00000000
39 122 72 0.00000000
39 122 73 0.00000000
39 122 74 0.00000000
39 122 75 0.00000000
39 122 76 0.00000000
39 122 77 0.00000000
39 122 78 0.00000000
39 122 79 0.00000000
39 122 80 0.00000000
39 122 81 0.00000000
39 122 82 0.00000000
39 122 83 0.00000000
39 122 84 0.00000000
39 122 85 0.00000000
39 122 86 0.00000000
39 122 87 0.00000000
39 122 88 0.00000000
39 122 89 0.00000000
39 122 90 0.00000000
39 122 91 0.00000000
39 122 92 0.00000000
39 122 93 0.00000000
39 122 94 0.00000000
39 122 95 0.00000000
39 122 96 0.00000000
39 122 97 0.00000000
39 122 98 0.00000000
39 122 99 0.00000000
39 122 100 0.00000000
39 122 101 0.00157202
39 122 102 0.00000000
39 122 103 0.00000000
39 122 104 0.00000000
39 122 105 0.00000000
39 122 106 0.00000000
39 122 107 0.00000000
39 122 108 0.00000000
39 122 109 0.00000000
39 122 110 0.00000000
39 122 111 0.00565926
39 122 112 0.00000000
39 122 113 0.00000000
39 122 114 0.00000000
39 122 115 0.00000000
39 122 116 0.00000000
39 122 117 0.00031440
39 122 118 0.00000000
39 122 119 0.00000000
39 122 120 0.01917860
39 122 121 0.00000000
39 122 122 0.29333823
39 122 123 0.00000000
39 122 124 0.00000000
39 122 125 0.00000000
39 122 126 0.00000000
39 122 127 0.00000000
39 122 128 0.00000000
39 122 129 0.00000000
39 122 130 0.00000000
39 122 131 0.00000000
39 122 132 0.00000000
39 122 133 0.00000000
39 122 134 0.00000000
39 122 135 0.00000000
39 122 136 0.00000000
39 122 137 0.00000000
39 122 138 0.00000000
39 122 139 0.00000000
39 122 140 0.00000000
39 122 141 0.00000000
39 122 142 0.00000000
39 122 143 0.00000000
39 122 144 0.00031440
39 122 145 0.00000000
39 122 146 0.00000000
39 122 147 0.00000000
39 122 148 0.00000000
39 122 149 0.00000000
39 122 150 0.00000000
39 122 151 0.00880329
39 122 152 0.00000000
39 122 153 0.00000000
39 122 154 0.00000000
39 122 155 0.00000000
39 122 156 0.00000000
39 122 157 0.00000000
39 122 158 0.00000000
39 122 159 0.00000000
39 122 160 0.00000000
39 122 161 0.00000000
39 122 162 0.00000000
39 122 163 0.00000000
39 122 164 0.00000000
39 122 165 0.00000000
39 122 166 0.00031440
153 112 0 0.00000000
153 112 1 0.00000000
153 112 2 0.00000000
153 112 3 0.00094321
153 112 4 0.00000000
153 112 5 0.00062881
153 112 6 0.00000000
153 112 7 0.00503045
153 112 8 0.00000000
153 112 9 0.00000000
153 112 10 0.00000000
153 112 11 0.00031440
153 112 12 0.00282963
153 112 13 0.00000000
153 112 14 0.00691687
153 112 15 0.01509136
153 112 16 0.00000000
153 112 17 0.00157202
153 112 18 0.00000000
153 112 19 0.00000000
153 112 20 0.00094321
153 112 21 0.00000000
153 112 22 0.00000000
153 112 23 0.00062881
153 112 24 0.00031440
153 112 25 0.00031440
153 112 26 0.02892510
153 112 27 0.00062881
153 112 28 0.00000000
153 112 29 0.00000000
153 112 30 0.00000000
153 112 31 0.00000000
153 112 32 0.00000000
153 112 33 0.00000000
153 112 34 0.00000000
153 112 35 0.00000000
153 112 36 0.00000000
153 112 37 0.00000000
153 112 38 0.00000000
153 112 39 0.00000000
153 112 40 0.00000000
153 112 41 0.00000000
153 112 42 0.00062881
153 112 43 0.00000000
153 112 44 0.00000000
153 112 45 0.00000000
153 112 46 0.00000000
153 112 47 0.00000000
153 112 48 0.00000000
153 112 49 0.00031440
153 112 50 0.00000000
153 112 51 0.00000000
153 112 52 0.00000000
153 112 53 0.00000000
153 112 54 0.00000000
153 112 55 0.00282963
153 112 56 0.00062881
153 112 57 0.00157202
153 112 58 0.00031440
153 112 59 0.00125761
153 112 60 0.00000000
153 112 61 0.00031440
153 112 62 0.00000000
153 112 63 0.00000000
153 112 64 0.00000000
153 112 65 0.00157202
153 112 66 0.00031440
153 112 67 0.00031440
153 112 68 0.00125761
153 112 69 0.00000000
153 112 70 0.00000000
153 112 71 0.00000000
153 112 72 0.01320494
153 112 73 0.00000000
153 112 74 0.00000000
153 112 75 0.00031440
153 112 76 0.00000000
153 112 77 0.00000000
153 112 78 0.00000000
153 112 79 0.00000000
153 112 80 0.00000000
153 112 81 0.07388476
153 112 82 0.00000000
153 112 83 0.00000000
153 112 84 0.00000000
153 112 85 0.00094321
153 112 86 0.00000000
153 112 87 0.00000000
153 112 88 0.00000000
153 112 89 0.00000000
153 112 90 0.00031440
153 112 91 0.00000000
153 112 92 0.00000000
153 112 93 0.00031440
153 112 94 0.07451357
153 112 95 0.00000000
153 112 96 0.00000000
153 112 97 0.00000000
153 112 98 0.00062881
153 112 99 0.00000000
153 112 100 0.00031440
153 112 101 0.00000000
153 112 102 0.00062881
153 112 103 0.00000000
153 112 104 0.00000000
153 112 105 0.00000000
153 112 106 0.00000000
153 112 107 0.00000000
153 112 108 0.00000000
153 112 109 0.00000000
153 112 110 0.00000000
153 112 111 0.00000000
153 112 112 0.25749626
153 112 113 0.00000000
153 112 114 0.00000000
153 112 115 0.00000000
153 112 116 0.00062881
153 112 117 0.00000000
153 112 118 0.00000000
153 112 119 0.00000000
153 112 120 0.00000000
153 112 121 0.00000000
153 112 122 0.00000000
153 112 123 0.00000000
153 112 124 0.00000000
153 112 125 0.00000000
153 112 126 0.00000000
153 112 127 0.00000000
153 112 128 0.00000000
153 112 129 0.00000000
153 112 130 0.00000000
153 112 131 0.00000000
153 112 132 0.00000000
153 112 133 0.00000000
153 112 134 0.00000000
153 112 135 0.00000000
153 112 136 0.00062881
153 112 137 0.00031440
153 112 138 0.00000000
153 112 139 0.00000000
153 112 140 0.00031440
153 112 141 0.00125761
153 112 142 0.00000000
153 112 143 0.00031440
153 112 144 0.00000000
153 112 145 0.00000000
153 112 146 0.00062881
153 112 147 0.00062881
153 112 148 0.00031440
153 112 149 0.00062881
153 112 150 0.00000000
153 112 151 0.00000000
153 112 152 0.00000000
153 112 153 0.27321642
153 112 154 0.00000000
153 112 155 0.00000000
153 112 156 0.00031440
153 112 157 0.00000000
153 112 158 0.00000000
153 112 159 0.00062881
153 112 160 0.00094321
153 112 161 0.00031440
153 112 162 0.00031440
153 112 163 0.00000000
153 112 164 0.00000000
153 112 165 0.00000000
153 112 166 0.00031440
157 83 0 0.00000000
157 83 1 0.00000000
157 83 2 0.00000000
157 83 3 0.00000000
157 83 4 0.00000000
157 83 5 0.00000000
157 83 6 0.00000000
157 83 7 0.00628806
157 83 8 0.00000000
157 83 9 0.00000000
157 83 10 0.00000000
157 83 11 0.00000000
157 83 12 0.00000000
157 83 13 0.00000000
157 83 14 0.00000000
157 83 15 0.00000000
157 83 16 0.00000000
157 83 17 0.00000000
157 83 18 0.00000000
157 83 19 0.00000000
157 83 20 0.00000000
157 83 21 0.00000000
157 83 22 0.00000000
157 83 23 0.00000000
157 83 24 0.00000000
157 83 25 0.00000000
157 83 26 0.00000000
157 83 27 0.00000000
157 83 28 0.00000000
157 83 29 0.00000000
157 83 30 0.00031440
157 83 31 0.00000000
157 83 32 0.00000000
157 83 33 0.00000000
157 83 34 0.00000000
157 83 35 0.00000000
157 83 36 0.00000000
157 83 37 0.00000000
157 83 38 0.00000000
157 83 39 0.00000000
157 83 40 0.00000000
157 83 41 0.00000000
157 83 42 0.00000000
157 83 43 0.00000000
157 83 44 0.00000000
157 83 45 0.00000000
157 83 46 0.00000000
157 83 47 0.00000000
157 83 48 0.00000000
157 83 49 0.00000000
157 83 50 0.00000000
157 83 51 0.00000000
157 83 52 0.00000000
157 83 53 0.00000000
157 83 54 0.00000000
157 83 55 0.00031440
157 83 56 0.00000000
157 83 57 0.00000000
157 83 58 0.00000000
157 83 59 0.00000000
157 83 60 0.00000000
157 83 61 0.00000000
157 83 62 0.00000000
157 83 63 0.00000000
157 83 64 0.00000000
157 83 65 0.00000000
157 83 66 0.00000000
157 83 67 0.00000000
157 83 68 0.00000000
157 83 69 0.00000000
157 83 70 0.00000000
157 83 71 0.00000000
157 83 72 0.00000000
157 83 73 0.00000000
157 83 74 0.00000000
157 83 75 0.00000000
157 83 76 0.00000000
157 83 77 0.00000000
157 83 78 0.00000000
157 83 79 0.00000000
157 83 80 0.00000000
157 83 81 0.00000000
157 83 82 0.00000000
157 83 83 0.27667486
157 83 84 0.00000000
157 83 85 0.00000000
157 83 86 0.00000000
157 83 87 0.00000000
157 83 88 0.00000000
157 83 89 0.00000000
157 83 90 0.00000000
157 83 91 0.00000000
157 83 92 0.00000000
157 83 93 0.00000000
157 83 94 0.00000000
157 83 95 0.00000000
157 83 96 0.00000000
157 83 97 0.00000000
157 83 98 0.00031440
157 83 99 0.00000000
157 83 100 0.00000000
157 83 101 0.00000000
157 83 102 0.00000000
157 83 103 0.00000000
157 83 104 0.00000000
157 83 105 0.00000000
157 83 106 0.00000000
157 83 107 0.00000000
157 83 108 0.00000000
157 83 109 0.00000000
157 83 110 0.08268805
157 83 111 0.00000000
157 83 112 0.00000000
157 83 113 0.00000000
157 83 114 0.00000000
157 83 115 0.00000000
157 83 116 0.00000000
157 83 117 0.00000000
157 83 118 0.00000000
157 83 119 0.00000000
157 83 120 0.00000000
157 83 121 0.00000000
157 83 122 0.00000000
157 83 123 0.00000000
157 83 124 0.00000000
157 83 125 0.00000000
157 83 126 0.00000000
157 83 127 0.00000000
157 83 128 0.00000000
157 83 129 0.00000000
157 83 130 0.00000000
157 83 131 0.00000000
157 83 132 0.00000000
157 83 133 0.00031440
157 83 134 0.03364115
157 83 135 0.00000000
157 83 136 0.00000000
157 83 137 0.00000000
157 83 138 0.00000000
157 83 139 0.00000000
157 83 140 0.00000000
157 83 141 0.00000000
157 83 142 0.00000000
157 83 143 0.00000000
157 83 144 0.00000000
157 83 145 0.00000000
157 83 146 0.00000000
157 83 147 0.00000000
157 83 148 0.00000000
157 83 149 0.00000000
157 83 150 0.00000000
157 83 151 0.00000000
157 83 152 0.00000000
157 83 153 0.00031440
157 83 154 0.00000000
157 83 155 0.00000000
157 83 156 0.00000000
157 83 157 0.30717197
157 83 158 0.00000000
157 83 159 0.00000000
157 83 160 0.00000000
157 83 161 0.00000000
157 83 162 0.00000000
157 83 163 0.00000000
157 83 164 0.00000000
157 83 165 0.00000000
157 83 166 0.00000000
